Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_45_535.jpg,0,0,0,-0.0113827,144.9515,94.34079,0.04799537,295.353,0.3330175
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_45_579.jpg,0,0,0,-0.01106837,144.9515,94.34085,0.07010489,295.3519,0.3354869
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_45_625.jpg,0,0,0,-0.01089558,144.9514,94.3409,0.102263,295.3502,0.3417518
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_45_666.jpg,0,0,0,-0.01070073,144.9514,94.34095,0.1225311,295.3495,0.3475711
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_45_708.jpg,0,0,0,-0.01050839,144.9513,94.34099,0.1420568,295.3489,0.3549127
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_45_749.jpg,0,0,0,-0.01005687,144.9513,94.34102,0.16056,295.3481,0.3635948
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_45_794.jpg,0,0,0,0,144.9513,94.34103,0.1732713,295.3488,0.3761442
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_45_836.jpg,0,0,0,0,144.9513,94.34105,0.1795719,295.3507,0.3920058
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_45_879.jpg,0,-0.1049069,0,-0.01032765,144.9514,94.34145,0.1732409,295.3401,0.4144875
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_45_924.jpg,0,-0.239061,0,-0.01035077,144.9515,94.34251,0.160077,295.3949,0.4470949
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_45_970.jpg,0,-0.3749819,0,-0.01772999,144.9516,94.34383,0.1383908,295.3567,0.4704235
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_017.jpg,0,-0.5106239,0,-0.05419808,144.951,94.34678,0.07321583,295.2203,0.4918885
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_061.jpg,0,-0.6490409,0,-0.08938066,144.9497,94.35154,359.9605,295.0662,0.5096342
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_110.jpg,0,-0.7916189,0,-0.09388275,144.9465,94.36119,359.7338,294.9433,0.5257859
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_153.jpg,0,-0.9276359,0,-0.1656497,144.9433,94.37012,359.5274,294.8914,0.5275664
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_202.jpg,0,-1,0,-0.1974757,144.9366,94.38744,359.1392,294.8388,0.5141463
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_243.jpg,0,-1,0,-0.246523,144.931,94.40116,358.8441,294.8439,0.4975988
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_290.jpg,0,-1,0,-0.2553056,144.9249,94.41504,358.5883,294.7875,0.443114
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_334.jpg,0,-1,0,-0.2877381,144.9194,94.4285,358.408,294.7971,0.4043689
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_379.jpg,0,-1,0,-0.3052078,144.9143,94.44121,358.3128,294.7914,0.3706201
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_423.jpg,0,-1,0,-0.3173474,144.9071,94.45908,358.3184,294.8732,0.3323323
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_468.jpg,0,-1,0,-0.3644132,144.9025,94.47147,358.4026,294.8441,0.3525434
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_512.jpg,0,-1,0,-0.4123453,144.8976,94.48382,358.5514,294.9106,0.3927983
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_554.jpg,0,-1,0,-0.4296516,144.8925,94.49568,358.7716,294.8371,0.4341053
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_599.jpg,0,-1,0,-0.5118129,144.8857,94.5119,358.9107,294.9772,0.485521
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_639.jpg,0,-1,0,-0.5477895,144.8783,94.52976,359.0206,294.8946,0.5358576
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_684.jpg,0,-1,0,-0.5750517,144.8656,94.56033,359.1228,294.9098,0.6149577
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_729.jpg,0,-1,0,-0.6057035,144.8566,94.58198,359.1833,294.9878,0.6678461
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_777.jpg,0,-1,0,-0.6504325,144.8467,94.60548,359.2175,294.9554,0.7204928
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_820.jpg,0,-1,0,-0.7132552,144.8348,94.63123,359.1898,294.8381,0.7144037
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_866.jpg,0,-1,0,-0.7574357,144.8147,94.67336,359.1145,294.6371,0.6138375
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_911.jpg,0,-1,0,-0.7891373,144.8009,94.70328,359.0485,294.5118,0.5206935
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_958.jpg,0,-1,0,-0.8381369,144.7865,94.73486,358.9599,294.5114,0.4282458
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_46_999.jpg,0,-1,0,-0.8827307,144.771,94.76825,358.8496,294.4679,0.3188411
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_044.jpg,0,-1,0,-0.9173007,144.7465,94.81988,358.7269,294.3555,0.09827489
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_087.jpg,0,-1,0,-0.9537707,144.7307,94.85475,358.7256,294.3897,359.9528
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_128.jpg,0,-1,0,-0.9954286,144.716,94.89096,358.768,294.4592,359.9101
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_172.jpg,0,-1,0,-1.021655,144.7012,94.92758,358.8409,294.6211,359.9193
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_217.jpg,0,-1,0,-0.771102,144.6888,94.94942,359.2286,295.0397,359.8737
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_259.jpg,0,-0.9006251,0,-0.6294655,144.6792,94.96648,359.714,295.2695,359.873
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_303.jpg,0,-0.765694,0,-0.4349813,144.6719,94.97049,0.813738,295.9858,359.8958
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_349.jpg,0,-0.6308649,0,-0.3889019,144.6667,94.97216,1.408667,296.5519,359.932
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_390.jpg,0,-0.509179,0,-0.340591,144.661,94.97349,1.874906,297.2061,359.9708
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_433.jpg,0,-0.3771909,0,-0.2758608,144.6549,94.97483,2.205696,297.8939,0.02335077
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_478.jpg,0,-0.243646,0,-0.2395128,144.6487,94.97546,2.415044,298.627,0.0852295
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_520.jpg,0,-0.1148889,0,-0.2206962,144.6419,94.97575,2.491523,299.4504,0.1491345
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_561.jpg,0,0,0,-0.2138852,144.6346,94.97575,2.433806,300.3598,0.215805
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_607.jpg,0,0,0,0.2236269,144.6232,94.97481,2.11272,301.801,0.3416662
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_647.jpg,0,0,0,0.2491843,144.6152,94.97363,1.740647,302.8442,0.441552
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_689.jpg,0,0,0,0.3048913,144.6069,94.97197,1.2456,303.9554,0.5565643
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_731.jpg,0,0,0,0.3512018,144.5981,94.9697,0.6327584,305.1412,0.6880784
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_769.jpg,0,0,0,0.3214499,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_776.jpg,0,0,0,0.3214499,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_785.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_792.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_800.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_808.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_815.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_824.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_836.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_844.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_852.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_861.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_869.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_878.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_886.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_894.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_902.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_909.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_921.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_930.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_937.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_945.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_953.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_961.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_972.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_979.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_986.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_47_998.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_007.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_015.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_024.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_031.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_040.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_047.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_055.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_062.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_074.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_081.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_090.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_097.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_106.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_116.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_125.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_131.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_143.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_150.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_158.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_167.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_174.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_183.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_190.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_203.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_211.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_220.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_48_228.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
